title,description,country,year,important,keywords,link,image
The July Revolution of 1890,"Revolution of the Park: It was a civic-military insurrection led by the newly formed Civil Union, led by Leandro Alem, Bartolomé Mitre, Aristóbulo del Valle, Bernardo de Irigoyen, and Francisco Barroetaveña. The revolution was defeated by the government but led to the resignation of President Miguel Juárez Celman and his replacement by Vice President Carlos Pellegrini.",Argentina,1890,no,,,
Formation of UCR (Radical Civic Union),"The Radical Civic Union (UCR) was formed in 1891 as a breakaway from the Civic Union, with a focus on universal male suffrage in an era of oligarchic rule in Argentina. Representing a diverse range of ideologies from social liberalism to social democracy, the UCR championed free elections, secularism, civilian control of the military, and liberal democratic values. Despite internal divisions, the UCR held the presidency on multiple occasions, including notable leaders such as Yrigoyen, Alfonsín, and de la Rúa. Known for its support among the middle class and its commitment to human rights, the UCR remains a prominent political force in Argentina, playing a vital role in advocating for democratic reform.",Argentina,1891,no,,,
The Revolutionary Era of Fingerprint Identification,"During the late 19th century, the study of fingerprints emerged as a significant field of research. Francis Galton, an English anthropologist, played a key role by demonstrating the uniqueness and permanence of fingerprints. He proposed using fingerprints for personal identification, replacing the flawed Bertillon system. Building on Galton's work, Juan Vucetich, a police investigator in Buenos Aires, further developed the classification of fingerprints. He simplified the method by identifying four main types: arches, internal loops, external loops, and whorls. In 1891, the Buenos Aires police implemented the world's first fingerprint registration system based on Vucetich's methods. In a groundbreaking moment in 1892, Vucetich successfully employed fingerprints to identify a murderer. His method gained official recognition in 1903, and he detailed it in his writings, receiving international acclaim and contributing to the widespread adoption of fingerprint identification. Today, fingerprint identification continues to rely on the fundamental types established by Vucetich over a century ago.",Argentina,1891,yes,,,
1892-1895: Presidency of Luis Saenz Peña.,"Luis Sáenz Peña, a prominent Catholic leader, assumed the transitional presidency in Argentina after a political agreement that excluded the participation of the newly formed U.C.R. His main focus was to address the aftermath of the Panic of 1890. Sáenz Peña successfully negotiated existing debts in London and stabilized the financial situation. Under his administration, the railway network expanded, connecting all provincial capitals except La Rioja. Notable developments included the completion of ports in Buenos Aires, Rosario, and Santa Fe, as well as the inauguration of Avenida de Mayo. In 1893, the National Charity Lottery was established, while 1894 saw the redistribution of portions of the Chaco National Territory to neighboring provinces. However, Sáenz Peña's presidency was marred by increasing political instability and criticism. In 1895, facing a radical revolution and disunity among his ministers, he resigned, passing the government to José Evaristo Uriburu.",Argentina,1892,no,,,
Argentine Revolution of 1893,"The Argentine Revolution of 1893 was an unsuccessful rebellion by the Radical Civic Union (UCR) against the ruling National Autonomist Party (PAN). Stemming from the Revolution of the Park in 1890, the UCR, led by Bartolomé Mitre and Leandro N. Alem, aimed to challenge the PAN's dominance. However, internal divisions between factions led by Alem and Hipólito Yrigoyen hindered their strategy. Yrigoyen and Aristóbulo del Valle advocated for provincial rebellions rather than a national coup. Despite their efforts, the UCR's revolution failed to overthrow the PAN government.",Argentina,1893,no,,,
Inauguration of Palacio de Aguas Corrientes,"The Palacio de Aguas Corrientes, a prominent building in Buenos Aires, Argentina, was constructed as a reservoir for the city's water supply in the late 19th century. Designed by Norwegian architect Olaf Boye, the building features a lavish exterior made of imported materials and showcases an eclectic architectural style influenced by the Second French Empire. The façade is adorned with polychrome ceramics and abundant decorative elements. Located on Avenida Córdoba in the Balvanera neighborhood, the Palacio de Aguas Corrientes is considered a National Historic Monument and represents the opulent taste of the ruling upper classes during that era.",Argentina,1894,no,,,
1895-1898: Presidency of Jose Evaristo Uriburu,"During his presidency, José Evaristo Uriburu relied heavily on the support of Julio Roca, who served as the provisional president of the Senate. Despite lacking a political group of his own, Uriburu demonstrated experience and a clear political vision, allowing him to establish a stable and respected government. One of his early actions was granting amnesty to participants in the radical revolutions, which garnered gratitude from many involved. Under Uriburu's leadership, the economic downturn was reversed, with agricultural prices reaching a record high in 1897. To address national defense, Uriburu initiated a significant rearmament program and established the Puerto Belgrano Naval Base. Reforms were also made, including compulsory service in the National Guard and a constitutional revision through a national convention, resulting in changes to the population-based representation and an increase in the number of ministries from five to eight.",Argentina,1895,yes,,,
Inauguration of Museo Nacional de Bellas Artes (Buenos Aires),"In 1895 a decree of President José Evaristo Uriburu created the National Museum of Fine Arts. The foundation occurred at a time when several of the most important cultural entities in the country originated, whose operation continues to this day. Its first director was Eduardo Schiaffino , an artist, critic and the first Argentine art historian.",Argentina,1895,no,,,
2nd National Census,"The second national census, conducted in May 1895, revealed significant population growth and urbanization within a span of 26 years. Directed by Diego G. de la Fuente, the census recorded a total population of 4,044,911 inhabitants, marking a substantial increase of 121 percent compared to the previous census. The rural population accounted for 2,263,945 individuals, while the urban population reached 1,690,966. The census highlighted the influx of immigrants, with foreigners numbering 1,004,527, predominantly Italians and Spaniards. Urban centers experienced notable population growth, with Buenos Aires leading the way, followed by Rosario, Cordoba, and La Plata. The distribution of population across provinces showed Buenos Aires, Santa Fe, and Entre Rios with the highest numbers. The coastal regions experienced significant population growth, mainly due to immigration, particularly from Germany and Russia.",Argentina,1895,yes,,,
Death of Leandro Alem,"Leandro N. Alem was an influential Argentine lawyer, politician, revolutionary, statesman, and Freemason. He is best known for founding the Union Civic Radical and leading two armed insurrections. Alem started his political career with the Autonomist Party and later became a national representative for the Republican Party. In 1890, he co-founded the Civic Union and spearheaded the unsuccessful Parque Revolution against the fraudulent National Autonomist Party regime. In 1891, he played a leading role in the faction of the Civic Union that established the Radical Civic Union. Alem led a second armed insurrection in 1893, which also ended in defeat. He was elected as a national deputy in the 1895 legislative elections. Tragically, on July 1, 1896, Alem took his own life, leaving behind a notable political testament.",Argentina,1896,yes,,,
The University of La Plata: A Legacy of Excellence and Cultural Advancement,"The University of La Plata was established in 1897 with a regional focus, and eight years later, it became a national institution known as the National University of La Plata. Throughout its history, it has gained a reputation as one of Argentina's most prestigious higher education institutions. The university's commitment to research and cultural advancement is evident through its association with notable institutions like the Museum of Natural Sciences of La Plata and the Astronomical Observatory of La Plata.",Argentina,1897,no,,,
Invention of Cestoball,"Cestoball is a team sport made up of 6 players or players each, who face each other in a field of 28 meters by 16 with a basket at each end. Each basket is located inside the court, 5 meters from the end line, which allows you to play and shoot from any point around it. The ball does not have a bounce, and is moved through passes. It originated in Argentina in 1897 and is currently experiencing remarkable growth in Asia and Africa.",Argentina,1897,no,,,
1898-1904: 2nd Presidency of Julio A. Roca,"Julio Argentino Roca's second presidency: Despite allegations of fraud, Julio Argentino Roca assumed the presidency for the second time on October 12, 1898. His vice president was Norberto Quirno Costa. The country had changed significantly since Roca's first term, and he faced the task of governing under new circumstances.",Argentina,1898,yes,,,
Restoration of Diplomatic Relations with Vatican,"During the first presidency of Julio Roca in Argentina, official relations between the government and the Vatican were broken due to debates over secular education. However, in Roca's second presidency, relations were restored with the help of Salesian Juan Cagliero, known as the ""apostle of Patagonia."" Cagliero mediated the restoration of relations after a successful trip to Rome in 1898. Minister Felipe Yofré and Foreign Minister Amancio Alcorta played key roles in processing negotiations with Pope Leo XIII. As a result, diplomatic relations were resumed, and on June 10, 1899, Argentina extended its representation to the Holy See.",Argentina,1899,no,,,
President of Brazil Visits Argentina,"On October 25, 1900, the President of Brazil, Manoel J. de Campos Salles, visited Argentina. This visit was in return for President Roca's previous visit to Brazil. The visit aimed to strengthen relations between the two countries, especially considering the tense situation with Chile. The visit included various events, such as visits to landmarks, cultural activities, and meetings between the leaders.",Argentina,1900,no,,,
